Trajectories
100
,,WBObject:WB_ID1,,,WBObject:WB_ID2,,,WBObject:WB_ID3,,,WBObject:WB_ID4,,,WBObject:WB_ID5,,,WBObject:WB_ID6,,,WBObject:WB_ID7,,,WBObject:WB_ID8,,,WBObject:WB_ID9,,,WBObject:WB_ID10,,,WBObject:WB_ID11,,,WBObject:WB_ID12,,,WBObject:WB_ID13,,,WBObject:WB_ID14,,,WBObject:WB_ID15,,,WBObject:WB_ID16,,,WBObject:WB_ID17,,,WBObject:WB_ID18,,,WBObject:WB_ID19,,,WBObject:WB_ID20,,,WBObject:WB_ID21,,,WBObject:WB_ID22,,,WBObject:WB_ID23,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
16880,0,1246.020996,75.186935,859.385193,1254.131592,264.682312,775.895203,1282.914917,319.628021,660.546265,1305.541138,338.267334,687.490234,1304.389893,358.555847,722.861938,1224.181274,520.572510,616.862793,1176.373047,744.700806,156.984665,1117.989014,1268.786255,176.881882,1097.962524,1407.013428,149.888184,841.404419,1409.403809,156.222122,821.567505,1271.539673,186.981049,753.334534,758.053284,167.023041,719.606812,504.100739,649.823425,681.043823,389.937256,795.002747,717.984497,396.078766,812.548767,757.101807,388.770142,808.656677,702.159973,277.866913,808.906128,689.591370,89.429794,894.687683,809.195557,645.575500,805.381531,671.044739,1300.911133,687.365906,968.057861,1600.856079,619.045288,1298.764771,1296.751831,668.725098,1136.397461,645.607483,794.249329
16881,0,1245.772705,76.438782,859.652649,1254.062256,266.191833,776.246155,1282.780884,320.842346,660.845093,1305.737183,339.173462,687.865051,1304.575073,359.299347,723.059875,1224.061768,521.811523,617.018860,1176.298340,745.361450,156.936096,1118.077148,1269.915283,176.764206,1098.184448,1408.162354,149.733902,841.451172,1410.875854,156.392471,821.504761,1272.770386,186.992752,753.138794,759.496399,167.349716,719.429321,505.692841,650.223694,681.270325,391.865509,795.455505,717.784729,397.522614,813.130188,757.262390,390.582245,808.932251,701.936646,279.452515,809.367981,689.537659,91.037994,894.994202,809.137756,647.008850,805.637390,671.471191,1302.375610,687.460999,968.610718,1602.206421,618.844727,1299.043701,1298.028687,668.675354,1136.475830,647.029480,794.405884
16882,0,1245.531738,77.409210,859.848877,1253.909790,267.178192,776.377502,1282.661133,321.748138,660.924011,1305.463501,340.054443,688.009460,1304.201660,360.410065,723.382324,1224.056152,522.793457,617.135254,1176.210327,746.392761,156.964157,1118.288696,1270.822144,176.691544,1098.379517,1409.016602,149.580704,841.561584,1411.922607,156.425461,821.499512,1273.761719,186.995010,753.011230,760.426697,167.569107,719.427612,506.917419,650.607605,680.848877,393.092010,796.135254,717.580994,398.920044,813.452393,756.953369,391.575317,809.475220,701.783691,280.749176,809.752747,688.981506,92.219696,895.192627,809.215515,648.271484,805.906860,671.963379,1303.641602,687.661987,969.211304,1603.340576,618.687927,1299.500000,1298.869507,668.350403,1136.579346,648.167786,794.593628
16883,0,1245.381592,78.073036,860.006287,1253.676636,267.595642,776.344116,1282.421143,322.375031,660.937744,1305.086182,340.737946,688.040039,1304.031738,361.205719,723.130554,1223.914062,523.346436,617.175842,1175.758179,747.076843,156.875320,1118.391113,1271.366333,176.636810,1098.543701,1409.490356,149.445709,841.589783,1412.667847,156.516602,822.141235,1274.656494,187.111221,752.789917,761.137024,167.851547,719.358093,507.811615,651.027100,680.827454,394.058807,796.507751,717.716125,399.939880,813.904297,756.862549,392.555573,809.884705,701.640320,281.673676,810.265686,688.766968,93.147331,895.792908,809.354858,649.263611,806.161743,672.404968,1304.505615,687.662109,969.773010,1604.079712,618.589050,1299.971802,1299.405396,668.116577,1136.615479,648.801392,794.709900
16884,0,1245.164673,78.295631,860.052246,1253.638916,267.989227,776.506287,1282.068726,322.569916,660.683716,1305.028564,340.907074,688.048035,1304.036987,361.146667,722.919373,1223.811768,523.545593,617.166687,1175.311279,747.010315,156.682755,1118.516602,1271.503052,176.541794,1098.689697,1409.642700,149.287643,841.755249,1412.925781,156.530975,822.199585,1274.778687,186.994843,752.551636,761.585205,168.096710,719.312622,508.338745,651.278259,682.893127,395.848938,795.822510,717.692200,400.561768,814.218872,756.720703,393.144958,810.227600,701.528320,282.239777,810.662415,688.731140,93.876236,896.256531,809.351562,649.748840,806.287720,672.809753,1305.216919,687.781982,970.278442,1604.423828,618.463989,1300.356934,1299.609375,667.894104,1136.752441,648.909790,794.755310
16885,0,1244.913330,78.185951,860.126465,1253.345825,267.672424,776.332886,1281.940308,322.364594,660.808533,1304.644897,340.801392,687.871033,1303.766724,361.009949,723.359680,1223.687256,523.416931,617.108154,1175.120117,746.981995,156.858765,1118.545044,1271.368286,176.445465,1098.880005,1409.526611,149.203827,842.040222,1412.880615,156.414871,822.401001,1274.828613,186.916290,752.260254,761.708008,168.337204,719.171326,508.563232,651.598022,682.734131,396.079376,796.042725,717.480530,400.832336,814.599365,756.598755,393.341675,810.562866,701.359131,282.527802,811.077271,688.530762,94.210274,897.012268,809.434448,649.808777,806.492126,673.129395,1305.381592,688.065247,970.829773,1604.409546,618.367798,1300.726318,1299.460815,667.683350,1136.764160,648.967896,794.757019
16886,0,1244.719971,77.771461,860.114563,1253.123535,267.214478,776.301575,1281.596558,321.826843,660.496704,1304.561157,340.126617,687.799133,1303.650269,360.518677,723.260376,1223.525391,522.930969,617.021606,1174.766724,746.340393,156.692261,1118.690063,1270.925171,176.369034,1099.052002,1409.119873,149.163574,842.148315,1412.630127,156.510193,821.881531,1274.535034,187.449234,751.947021,761.478882,168.597092,719.133789,508.408722,651.808167,680.850769,394.923676,797.359619,717.405579,400.751801,814.792175,756.530334,393.256592,810.760925,701.133911,282.446869,811.402893,688.116882,94.080109,897.159851,809.553284,649.596130,806.750732,673.565552,1305.285767,688.175903,971.378723,1604.039185,618.323608,1301.085083,1298.948853,667.466125,1136.884521,648.639465,794.664429
16887,0,1244.405518,76.936684,860.085815,1252.952393,266.548431,776.304016,1281.450928,320.903900,660.611694,1304.311646,339.185364,687.520752,1303.692627,359.533936,722.511353,1223.350098,522.003601,616.882812,1174.763672,745.389282,156.385956,1118.682739,1269.997925,176.131332,1099.224976,1408.334717,149.016159,842.554626,1411.799683,156.349503,,,,751.712341,760.835083,168.674057,718.992310,507.922424,652.003052,680.916565,394.574493,797.457581,717.247864,400.228638,815.001160,756.424377,392.794769,810.890137,700.970032,282.014465,811.644958,687.796143,93.692291,897.481445,809.617371,649.165405,806.971130,673.922485,1304.862427,688.298767,971.949036,1603.425781,618.302917,1301.457153,1297.965454,667.213196,1137.016968,647.945984,794.598877
16888,0,1244.154907,75.842918,859.902588,1252.698730,265.118225,776.089233,1281.175659,319.835907,660.466919,1304.066162,337.952423,687.416138,1303.305664,358.156097,723.051636,1223.272461,520.956421,616.830261,1174.039917,743.799316,155.676117,1118.848877,1268.932373,176.098511,1099.393188,1407.186157,148.941437,842.759338,1410.796997,156.327744,822.528564,1273.002441,187.177963,751.510559,759.938782,168.748993,718.885071,507.010468,652.118408,680.476624,393.603577,797.816284,717.118896,399.402222,815.164185,756.267334,391.824982,811.162964,700.715210,281.218140,811.783081,687.376648,92.926590,897.744995,809.603699,648.209839,807.003357,674.209656,1303.932007,688.553833,972.468872,1602.471069,618.323059,1301.869995,1296.735107,667.001648,1136.806763,646.394592,794.605042
16889,0,1243.762695,74.326706,859.762817,1252.489746,263.652130,775.922363,1280.887817,318.289856,660.306885,1303.762451,336.738678,687.229614,1303.304077,356.579529,722.679626,1223.099487,519.371033,616.669556,1173.408081,742.408936,155.712753,1118.857544,1267.593750,176.085678,1099.530273,1405.781616,148.825562,842.730713,1409.774780,156.418152,822.772827,1271.716919,187.129837,751.236450,758.756287,168.887482,718.820801,505.760376,652.224854,680.205078,392.451782,797.897949,716.792053,398.136322,815.230225,756.083374,390.566132,811.310425,700.415405,280.067902,811.875122,686.919678,91.732864,897.933594,809.681946,646.902344,807.230591,674.627808,1302.815796,688.543274,973.001831,1601.028564,618.266479,1302.216064,1295.265991,666.896423,1136.848389,645.197937,794.304871
16890,0,1243.672363,72.389954,859.477844,1252.351318,262.000977,775.795959,1280.668701,316.299652,660.072083,1303.663940,334.582031,686.879639,1303.118286,354.893372,722.104065,1222.890137,517.564331,616.433044,1174.119629,741.054688,156.526352,1119.035889,1265.862915,176.097610,1099.689819,1404.079712,148.807495,842.971191,1408.020508,156.464630,822.464966,1270.291626,187.493256,750.973633,757.304932,168.894135,718.588684,504.334808,652.314514,680.256592,390.954987,797.931519,716.651550,396.989502,815.234070,756.053772,389.220703,811.023315,700.071289,278.503845,811.881409,686.623718,90.326904,897.873718,809.694519,645.408447,807.262085,675.020447,1301.273560,688.787598,973.527283,1599.440674,618.314880,1302.569702,1293.299438,666.623535,1136.956055,643.427246,794.119629
16891,0,1243.300049,70.274475,859.135681,1252.150269,259.766174,775.467346,1280.419556,314.269989,659.736023,1303.285156,332.275909,686.455994,1302.582153,352.860931,721.984497,1222.755005,515.398499,616.260864,1173.755005,739.157104,156.142242,1118.743286,1263.403198,175.302094,1099.880005,1402.161133,148.916214,843.118774,1406.408325,156.727097,822.581909,1268.302979,187.547684,750.602966,755.647156,169.020401,718.486816,502.487732,652.300232,679.806763,389.067627,797.936218,716.483154,394.764954,815.165710,755.696228,387.059875,811.163025,699.751648,276.666077,811.845337,686.033325,88.519951,897.850769,809.679504,643.378113,807.127625,675.449219,1299.668091,689.039551,974.062927,1597.417969,618.482727,1302.973022,1291.089844,666.549194,1136.788330,641.188293,794.020813
16892,0,1242.963623,67.772797,858.694946,1251.800903,257.216553,775.116760,1280.124146,311.513062,659.411987,1303.418579,329.717133,686.221863,1302.576416,349.937012,721.529785,1222.512695,512.903076,615.912537,1173.474609,736.745483,156.058136,1119.108887,1261.451416,175.652893,1099.999146,1399.849609,148.836258,843.250244,1404.295044,156.767365,822.837402,1266.085938,187.644180,750.138000,753.786987,169.021576,718.300964,500.257263,652.174622,679.110413,387.018860,798.075012,716.219666,392.663452,815.124451,755.578857,384.931335,810.953369,699.426941,274.476593,811.690247,685.680481,86.304863,897.586365,809.677124,641.250244,807.013428,675.618652,1297.295532,689.296692,974.619934,1595.074341,618.508545,1303.301514,1288.556885,666.350220,1136.715088,638.804993,793.833862
16893,0,1242.501587,64.716568,858.334717,1251.516968,254.375153,774.656311,1279.742676,308.795563,658.948792,1302.958862,326.477692,685.787292,1302.358521,346.878021,721.210388,1222.306152,510.080505,615.542908,1173.029419,733.956726,155.434433,1119.135742,1258.832397,175.585861,1100.200195,1397.172729,148.727097,843.290161,1401.785278,156.892212,822.885559,1263.938965,187.741791,750.037659,751.442566,169.019302,718.084595,497.826599,652.061096,679.563354,384.709442,797.497559,716.131836,390.148804,815.000610,755.476379,382.562622,810.647034,699.103455,272.013062,811.490967,684.944336,83.727707,897.463440,809.602112,638.470520,806.742737,676.092712,1294.781982,689.278442,975.161194,1592.389404,618.602417,1303.656738,1285.624023,666.233704,1136.684692,635.936035,793.459229
16894,0,1242.106567,61.539680,857.870850,1251.071411,250.913712,774.050049,1279.394287,305.519928,658.507568,1302.565186,323.885651,685.034241,1301.939331,344.016357,720.445679,1222.009644,506.916687,615.119324,1172.666504,731.145630,155.151596,1119.320557,1255.949463,175.641068,1100.353271,1394.290649,148.709061,843.741394,1399.104004,157.009949,822.235229,1261.451660,188.187302,749.705078,748.754517,168.901352,717.932617,495.019073,651.847900,678.960449,381.615051,797.281799,715.735901,387.309540,814.763428,755.299011,379.673920,810.418579,698.790283,269.164276,811.251526,684.810303,80.940628,897.327271,809.488281,635.500916,806.503906,676.385132,1292.058594,689.471375,975.746887,1589.444092,618.703186,1303.998413,1282.412476,665.960938,1136.688965,632.705200,793.222046
16895,0,1241.676758,58.195053,857.267456,1250.823242,247.651291,773.624939,1278.935547,301.974701,657.774353,1302.204224,320.075775,684.583069,1301.608154,340.230042,719.982483,1221.747192,503.460541,614.588196,1172.070435,727.748962,154.379013,1119.270508,1252.681641,175.447388,1100.495972,1391.117920,148.710022,843.739319,1396.205322,157.072723,823.024414,1258.192871,187.808044,749.859192,745.358398,168.456085,717.635071,491.913208,651.653137,678.566772,378.610992,797.199219,715.543518,384.084137,814.364563,754.810730,376.302704,810.188293,698.433350,266.032257,810.944702,684.133850,77.861877,896.815063,809.505432,632.316711,806.398376,676.827881,1289.115479,689.714355,976.242615,1586.155396,618.802917,1304.323608,1278.899048,665.801819,1136.665283,629.276245,792.707581
16896,0,1241.273315,54.307388,856.642090,1250.376831,243.620453,772.850098,1278.415527,298.194763,656.957031,1301.729858,316.223053,684.041382,1301.263184,336.660339,718.954285,1221.493652,499.702850,614.063171,1172.273804,724.447266,154.520279,1119.231567,1249.196655,175.383301,1100.623169,1387.722778,148.694199,844.156128,1392.849609,157.195358,822.994446,1254.844116,187.825714,749.065430,742.709900,168.615524,717.382935,488.562012,651.337891,678.584717,375.049347,796.874023,715.479614,380.698059,814.069275,754.376221,372.746429,809.941345,698.081421,262.613831,810.637817,683.689453,74.346138,896.467041,809.412903,628.836670,806.169617,677.134094,1285.802124,689.867676,976.809875,1582.563965,619.057373,1304.726196,1274.949951,665.704590,1136.528076,625.555420,792.241455
16897,0,1240.947632,50.219692,856.019775,1250.107422,239.738541,772.345337,1278.158813,294.045898,656.493347,1301.387817,312.004822,683.231018,1300.946533,332.315216,718.450806,1221.246826,495.669739,613.469177,1171.725464,720.565186,154.050156,1119.328369,1245.651611,175.365952,1100.763062,1384.059082,148.754684,843.980469,1389.563599,157.510361,822.998596,1251.364380,188.061874,749.089294,738.942810,168.254532,717.163696,484.759277,651.026001,678.072266,371.290588,796.544312,715.125549,376.841187,813.589294,754.150818,368.958191,809.379456,697.707703,258.824921,810.181885,683.417969,70.553864,896.104492,809.419312,624.943848,805.955261,677.523132,1281.966431,690.117981,977.270874,1578.673218,619.299500,1304.932617,1270.842285,665.545471,1136.381836,621.530212,791.939270
16898,0,1240.538818,45.730392,855.270447,1249.666504,235.066025,771.519226,1277.752930,289.662720,655.831238,1301.093018,307.649872,682.635193,1300.614380,327.964722,717.884460,1220.979980,491.345123,612.952881,1171.466919,716.679260,153.949417,1119.236816,1241.333496,174.866486,1100.894165,1380.066162,148.848999,844.114868,1385.744507,157.709702,823.115173,1247.821411,187.934204,748.660400,735.271423,168.022827,716.876953,480.722778,650.633972,678.015991,367.087128,795.973877,714.670105,372.686829,813.268677,753.953186,364.852966,808.977539,697.277466,254.742172,809.716614,682.879578,66.471436,895.593628,809.329163,620.725342,805.584412,677.798340,1277.795776,690.163879,977.694702,1574.502563,619.542419,1305.229614,1266.403564,665.412354,1136.345581,617.123840,791.468750
16899,0,1240.076416,41.007320,854.579956,1249.387329,230.597687,771.013916,1277.284912,285.001221,655.001038,1300.963379,302.839813,681.574951,1300.229614,323.397827,716.946045,1220.662476,486.742249,612.447937,1172.335571,712.012573,153.556564,1119.397461,1237.224854,175.261871,1100.989868,1375.789062,148.873535,844.412903,1381.567871,157.942291,823.702209,1242.963989,187.757248,748.396667,731.244141,167.823181,716.622314,476.441711,650.262268,677.534424,362.734802,795.592896,714.521118,368.283752,812.758118,753.670715,360.430573,808.519226,696.863647,250.422653,809.268311,682.072754,62.126896,895.082764,808.939636,616.358032,805.325745,678.054565,1273.537842,690.415466,978.143066,1570.011963,619.744629,1305.462524,1261.744385,665.420959,1136.095337,612.445740,790.964111
16900,0,1239.777954,36.129547,853.945435,1248.973389,225.424072,770.196045,1276.943481,280.047424,654.404480,1300.549072,298.029144,681.226196,1299.900269,318.282440,716.323914,1220.350342,481.845978,611.896484,,,,1119.453369,1232.759521,175.216568,1101.091675,1371.277466,148.945679,844.301636,1377.210327,158.112061,822.988220,1239.366699,188.473373,748.150146,726.911316,167.601303,716.421387,471.721832,649.828857,677.267822,358.260834,795.194031,714.316650,363.737030,812.436584,753.284058,355.684662,808.039368,696.504150,245.807007,808.798462,681.476746,57.600529,894.518555,808.791077,611.623596,805.024475,678.195312,1268.929565,690.483826,978.511658,1565.307495,619.998779,1305.675903,1256.786621,665.256470,1135.900024,607.461243,790.599243
16901,0,1239.382446,30.979986,853.274231,1248.605713,220.285126,769.577576,1276.545410,274.784698,653.819763,1300.217285,292.751770,680.603882,1299.588379,312.970825,715.789612,1220.073853,476.688141,611.407104,1172.117554,703.599304,152.987946,1119.426880,1227.869629,175.156204,1101.176880,1366.541260,149.079529,844.578003,1372.514282,158.178497,823.433777,1234.360718,188.044434,747.811279,722.390747,167.365646,716.172485,466.851898,649.393982,676.765869,353.413177,794.709167,714.107239,358.729828,811.797791,753.235840,350.909180,807.336975,696.065369,240.945618,808.380493,681.147705,52.773975,894.282715,808.659607,606.516968,804.566406,678.522339,1264.260010,690.766235,978.833923,1560.250244,620.279846,1305.861694,1251.605713,665.279968,1135.750366,602.280518,790.106628
16902,0,1239.087402,25.383406,852.552551,1248.416626,215.044403,769.072144,1276.302002,269.407288,653.257080,1299.815796,287.311859,679.846741,1298.992920,308.000061,715.119202,1219.838379,471.335602,610.892944,1171.804810,698.104126,153.173218,1119.354248,1222.938721,175.207275,1101.143066,1361.533325,149.192856,844.763367,1367.573608,158.414597,823.227539,1229.769531,188.514221,747.510376,717.484375,167.158569,715.887817,461.723480,649.033264,677.055176,348.199982,794.252075,713.843567,353.586731,811.453369,752.732483,345.493744,807.124451,695.751282,235.728821,807.913391,680.454102,47.477757,893.929749,808.406921,600.944092,804.170715,678.515808,1258.773560,690.965698,979.099670,1555.030273,620.558167,1305.985229,1246.134644,665.207214,1135.621582,596.753418,789.709839
16903,0,1238.890259,19.667789,851.826660,1248.211426,209.327362,768.460022,1275.931396,263.808441,652.347229,1299.444214,281.725555,679.271179,1299.047607,302.091278,714.483887,1219.625977,465.734497,610.390808,1170.897583,692.835449,151.875137,1119.324707,1217.559448,175.223709,1101.153809,1356.279175,149.325531,844.162170,1362.902222,158.953979,823.263245,1224.364380,188.828812,747.193665,712.346863,166.990021,715.573608,456.355896,648.781982,676.567261,342.915894,793.869751,713.429871,348.049744,810.938904,752.577393,340.027710,806.671692,695.375854,230.231735,807.458862,679.930786,42.063915,893.497253,808.415833,595.597839,803.974854,678.634521,1253.309692,691.052185,979.312256,1549.500244,620.781616,1306.126221,1240.437622,665.242981,1135.485352,591.237976,789.311157
16904,0,1238.660278,13.521773,851.215454,1247.895996,203.408691,767.815796,1275.673096,257.911621,651.692139,1299.318115,275.736481,678.803345,1298.443970,296.332733,714.107300,1219.275024,459.867462,609.919617,1170.557251,687.056519,151.539062,1119.257324,1212.033081,175.298294,1101.107910,1350.675903,149.323837,844.150330,1357.382202,159.014999,823.371948,1219.061401,188.730225,746.905273,706.960815,166.851486,715.354004,450.756500,648.489685,675.928284,337.144135,793.569885,713.171387,342.339264,810.776062,752.268066,334.195160,806.443665,695.013611,224.634506,807.167786,679.490112,36.681477,893.399414,808.227539,589.822754,803.847229,678.775635,1247.841919,691.222656,979.450928,1543.754150,621.079834,1306.167358,1234.562378,665.151917,1135.444946,585.319519,788.937439
16905,0,1238.408813,7.551785,850.500549,1247.699829,197.244431,767.246887,1275.414185,251.776489,651.277039,1298.891724,269.680786,678.060120,1298.549438,290.036743,713.209534,1219.144287,453.855286,609.464233,1170.370972,681.943726,151.516205,1119.159546,1206.306396,175.295197,1101.037354,1344.932739,149.462601,844.418335,1351.389160,158.932129,823.072449,1213.239990,188.855164,746.748352,701.298584,166.661484,715.114624,444.902618,648.256958,675.986450,331.262878,793.332214,712.955444,336.466522,810.489563,752.040771,328.392670,806.043823,694.663330,218.768463,806.881226,679.024292,30.689930,892.950928,808.232422,583.908997,803.516724,678.925598,1241.910645,691.295166,979.586426,1537.706787,621.260559,1306.051636,1228.441650,665.277161,1135.373535,578.979858,788.733154
16906,0,1238.304932,1.265836,849.955139,1247.434448,190.960587,766.745300,1275.074707,245.534637,650.763184,1298.460693,263.273132,677.612793,1297.975586,283.946625,712.983521,1218.844727,447.566345,609.093323,,,,1119.032471,1200.263428,175.373856,1100.975098,1338.942505,149.512405,844.247070,1345.554077,159.023163,821.849304,1207.703003,189.746979,746.469238,695.342163,166.527130,714.951538,438.684753,647.932129,677.620972,326.216064,791.905762,712.723450,330.189758,810.107483,751.754211,322.139313,805.774536,694.436035,212.587967,806.604248,678.712891,24.591057,893.088257,808.024048,577.620911,803.374878,678.906372,1235.745728,691.464417,979.638428,1531.549316,621.420471,1306.162964,1222.152222,665.207703,1135.268066,572.621460,788.258057
16907,0,1238.183960,-5.266728,849.534485,1247.212524,184.287704,766.190430,1274.884888,239.085236,650.404236,1298.091675,256.798584,676.766052,1298.097046,277.231842,712.406982,1218.680786,441.157532,608.817505,1170.064697,669.354980,151.382324,1118.959229,1194.037720,175.379166,1100.907471,1332.817383,149.678192,844.305115,1339.235962,159.064438,822.100159,1201.561157,189.462341,746.295471,689.091370,166.342941,714.688171,432.362946,647.765442,675.822388,319.063568,792.501404,712.396057,323.848083,809.923950,751.804138,316.053650,805.069153,694.171021,206.352814,806.368774,678.433105,18.339149,892.569092,807.814941,571.068359,803.126465,678.793762,1229.291748,691.424194,979.684082,1525.141846,621.610168,1306.178833,1215.683838,665.190552,1134.907104,566.407898,788.044189
16908,0,1238.132690,-11.994677,849.163696,1247.164551,177.825882,765.963135,1274.682739,232.407257,650.023132,1298.028198,250.205368,676.310303,1297.858398,270.544098,712.054443,1218.452148,434.453979,608.499451,1169.273193,663.288208,150.636673,1118.835083,1187.510620,175.392151,1100.780518,1326.240601,149.610840,844.011658,1332.919067,159.253326,822.576294,1194.746826,188.894272,746.033447,682.776367,166.246704,714.515747,425.838165,647.525696,675.292786,312.245514,792.354919,712.234863,317.238800,809.534241,751.452209,309.313995,805.057739,693.962219,199.690826,806.041626,678.069885,11.770166,892.604858,807.602173,564.514587,802.957031,678.608826,1222.882446,691.674561,979.659912,1518.679443,621.877014,1306.045044,1208.930298,665.072205,1134.803955,559.623047,787.952332
16909,0,1238.157227,-18.831322,848.837402,1246.951660,170.762924,765.473694,1274.573975,225.623138,649.683838,1298.032837,243.398453,676.541260,1297.938721,263.392517,712.145752,1218.315308,427.663391,608.245483,1169.294312,655.833191,150.556381,1118.658203,1180.928955,175.440430,1100.608643,1319.585449,149.696167,844.014526,1326.143066,159.429626,822.233948,1188.214844,189.360992,745.818726,676.149109,166.174301,714.382507,418.928955,647.372009,675.349121,305.644867,792.086243,712.158997,310.556519,809.235596,751.393188,302.400299,804.831482,693.734009,192.990356,805.910889,677.805054,5.050688,892.296143,807.483398,557.779968,802.820374,678.495911,1215.941406,691.785522,979.531616,1511.738281,621.877808,1306.046143,1202.142090,665.201233,1134.665527,552.661194,787.602783
16910,0,1238.065796,-25.770571,848.486877,1247.067627,163.888519,765.415955,1274.449463,218.652359,649.431213,1298.000977,236.538589,676.331848,1297.401978,256.945068,711.811584,1218.220093,420.706146,608.045837,1169.708130,649.122070,150.910355,1118.553467,1174.067627,175.459183,1100.424683,1312.662231,149.786133,843.840332,1319.353027,159.380280,821.277039,1181.634277,189.941483,745.671814,669.239380,166.075729,714.250977,412.024597,647.222534,675.126221,298.593567,792.007446,712.217712,303.465179,809.195312,751.223877,295.478180,804.681519,693.574524,185.988266,805.750305,677.673950,-1.878285,892.166321,807.362915,550.708191,802.699219,678.441223,1208.909912,691.758789,979.373840,1504.682373,621.982971,1305.837402,1195.111694,665.137512,1134.770630,545.837158,787.437744
16911,0,1238.083130,-33.138302,848.235168,1246.919189,156.539856,765.106506,1274.458862,211.459549,649.203979,1297.781250,229.232315,676.111389,1297.680786,249.502869,711.357666,1218.081909,413.540314,607.949829,1169.563477,642.095154,151.268982,1118.285767,1166.918091,175.453979,1100.250122,1305.572998,149.775513,843.682251,1312.133301,159.323715,821.621887,1174.199829,189.473099,745.581543,662.009277,165.912125,714.207703,404.713837,647.081970,675.090637,291.268341,791.877747,712.139465,296.432709,808.865662,750.928894,288.070709,804.726135,693.479004,178.804214,805.714478,677.438354,-9.039645,892.268555,807.274231,543.316772,802.609253,678.213562,1201.892090,691.921814,979.193237,1497.556152,622.096741,1305.609741,1187.992065,665.220032,1134.517944,538.556885,787.543091
16912,0,1238.257935,-40.391781,848.231384,1246.918091,149.265503,764.987793,1274.455933,204.186615,649.123840,1297.878784,221.959198,676.070007,1297.591187,242.230606,711.252441,1218.043335,406.249695,607.922363,,,,1118.234863,1159.726562,175.598602,1100.008789,1298.303955,149.919937,843.365967,1304.794189,159.422089,821.260620,1167.096924,189.670044,745.512817,654.669067,165.959366,714.179199,397.367035,647.026001,675.210938,284.024261,791.867310,712.350586,289.071838,808.862488,750.982910,280.779388,804.538025,693.474060,171.450745,805.697083,677.383484,-16.383410,892.422546,807.358459,536.016357,802.508789,678.106445,1194.443237,691.994446,978.913635,1490.201294,622.142334,1305.428955,1180.705688,665.164551,1134.449951,531.258911,787.435059
16913,0,1238.323364,-47.879395,848.328064,1247.137939,142.123718,765.263794,1274.411987,196.696732,649.189087,1298.003052,214.594299,675.968262,1297.747803,234.897980,711.135376,1218.075806,398.771301,607.847412,1168.273193,627.418396,150.503983,1117.905151,1152.177246,175.613083,1099.764893,1290.905151,149.971741,843.422241,1297.090088,159.412399,,,,745.401184,647.070496,166.036606,714.089783,389.760803,647.039673,675.158325,276.463562,791.775208,712.403442,281.398376,808.814331,751.264526,273.437469,804.360046,693.467896,163.894043,805.685242,677.184509,-23.952993,892.348022,807.213989,528.284546,802.524048,677.885437,1186.678345,691.836853,978.634827,1482.711060,622.272339,1305.207642,1173.274048,665.277283,1134.429810,523.715698,787.419067
16914,0,1238.645142,-55.416100,848.583557,1247.206665,134.532150,765.350525,1274.512695,189.182083,649.235718,1298.098267,206.976212,676.075134,1297.640503,227.324707,711.337036,1218.042969,391.198547,607.993164,1167.975830,619.407166,150.464081,1117.703857,1144.478394,175.531754,1099.465942,1283.151489,149.935730,842.870117,1289.487549,159.476074,821.260010,1151.420532,189.502243,745.399597,639.261475,165.982941,714.136658,381.946655,647.091797,674.785339,268.365417,792.087158,711.812256,273.735992,808.887024,751.060852,265.490692,804.628723,693.518982,156.194183,805.791016,677.331726,-31.630598,892.658875,807.211548,520.661682,802.681152,677.661926,1178.921265,691.912659,978.254333,1475.027710,622.203979,1305.006348,1165.706177,665.316833,1134.261108,516.058777,787.547241
16915,0,1238.881958,-63.094280,848.828796,1247.356079,126.844879,765.586670,1274.650879,181.463730,649.588867,1298.048096,199.279465,676.311340,1297.972412,219.596634,711.521790,1218.088501,383.393951,608.154968,1168.027710,611.763672,150.458984,1117.473633,1136.741577,175.618271,1099.235474,1275.315308,149.997849,842.428833,1281.709595,159.685028,,,,745.400635,631.264893,166.063492,714.197693,374.043610,647.177429,674.870117,260.609314,792.188110,711.923584,265.857544,809.121826,751.199097,257.664093,804.751831,693.558594,148.215561,805.954590,677.225769,-39.544258,892.718140,807.484985,512.995544,802.605347,677.282349,1171.023560,691.848816,977.783752,1467.127197,622.152710,1304.664062,1157.978027,665.296875,1134.255005,508.407288,787.740417
