Trajectories
100
,,WB Sys Redo:WB_Door1,,,WB Sys Redo:WB_Door2,,,WB Sys Redo:WB_Door3,,,WB Sys Redo:WB_Door4,,,WB Sys Redo:WB_Door5,,,WB Sys Redo:WB_Door6,,,WB Sys Redo:WB_Door7,,,WB Sys Redo:WB_Door8,,,WB Sys Redo:WB_Door9,,,WB Sys Redo:WB_Door10,,,WB Sys Redo:WB_Frame1,,,WB Sys Redo:WB_Frame2,,,WB Sys Redo:WB_Frame3,,,WB Sys Redo:WB_Frame4,,,WB Sys Redo:WB_Frame5,,,WB Sys Redo:WB_Frame6,,,WB Sys Redo:WB_Frame7,,,WB Sys Redo:WB_Frame8,,,WB Sys Redo:WB_Frame9,,,WB Sys Redo:WB_Frame10,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
12023,0,,,,,,,,,,1496.206421,639.865479,1225.096436,1501.375854,648.278625,1656.218506,1453.915894,669.046448,1694.101807,1186.416016,144.415817,1654.790527,1143.307129,172.206772,1690.200317,1138.886475,171.308136,1009.377808,1187.723755,149.050125,1191.002563,1113.538696,1017.258423,1773.607666,1129.339844,909.022339,602.828857,1149.478027,70.912048,321.625061,1146.917969,71.562637,434.470337,1062.214722,10.231449,456.000366,1148.958862,69.984627,1066.396606,1150.350586,69.482368,1176.364014,1045.591919,11.142704,1726.966187,1141.578125,72.728905,1808.577881,1144.369019,67.007141,1924.064453
12024,0,,,,,,,,,,1494.380493,641.010254,1225.064575,1499.558716,649.465820,1656.168823,1451.993896,670.037598,1694.113647,1186.169678,144.518402,1654.779419,1142.521118,172.012283,1690.211426,1138.693481,171.241379,1009.286865,1187.467041,149.137451,1190.973145,1113.522095,1017.258667,1773.550415,1129.322510,909.001770,602.818115,1149.376099,70.893539,321.578522,1147.407593,71.537697,435.086182,1062.175415,10.201681,455.998962,1149.003906,70.035553,1066.327026,1150.317505,69.509911,1176.348022,1045.564331,11.166826,1726.985229,1141.974731,73.265434,1808.270142,1144.028076,67.082191,1923.688232
12025,0,,,,,,,,,,1492.508545,642.056641,1225.003540,1497.806519,650.600891,1656.227051,1450.090576,670.993408,1694.105469,1185.925049,144.691833,1654.749146,1142.629639,172.129303,1690.006226,1138.248291,171.289703,1009.313354,1187.205078,149.251465,1190.968018,1113.509888,1017.283325,1773.566528,1129.330933,909.010681,602.851135,1149.230469,71.026520,321.409729,1146.982300,71.542427,434.437744,1062.194214,10.160822,455.993988,1148.938477,69.960136,1066.418701,1150.322998,69.483711,1176.367188,1045.577148,11.161760,1726.979736,1141.801147,73.262444,1808.327271,1144.204712,67.006752,1923.995361
12026,0,,,,,,,,,,1490.671509,643.162903,1224.997803,1495.833252,651.636169,1656.201538,1448.140015,671.891235,1694.056763,1185.669312,144.778549,1654.730225,1142.011719,172.123886,1690.020020,1137.958740,171.207794,1009.337097,1186.977905,149.326523,1190.956055,1113.548340,1017.300842,1773.624878,1129.332642,908.956238,602.804077,1149.169556,71.112900,321.350800,1146.951538,71.535065,434.446777,1062.242920,10.076629,456.050201,1148.935791,69.992195,1066.338013,1150.384644,69.511070,1176.340698,1045.608765,11.154412,1726.953369,1141.338867,72.708099,1808.551636,1144.110840,67.025185,1923.711304
12027,0,,,,,,,,,,1488.794189,644.271240,1225.012451,1493.979004,652.814453,1656.164795,1446.183472,672.890564,1694.024048,1185.392334,144.909317,1654.704956,1141.995605,172.257416,1689.990356,1137.679810,171.177460,1009.255859,1186.722412,149.471649,1190.954102,1113.560791,1017.278198,1773.604004,1129.331421,909.022461,602.869995,1149.192261,71.066124,321.331390,1146.919922,71.524078,434.450012,1062.192017,10.136465,456.015717,1149.264038,70.041512,1066.283203,1150.304810,69.520676,1176.348022,1045.591553,11.168524,1726.953125,1141.328125,72.700630,1808.562378,1144.317261,66.927902,1923.977417
12028,0,,,,,,,,,,1486.948486,645.410034,1224.956421,1492.197632,653.898804,1656.209106,1444.134766,673.916504,1694.005127,1185.129272,145.055481,1654.712402,1141.722534,172.204010,1690.133789,1137.361084,171.164688,1009.329895,1186.478149,149.637543,1190.979736,1113.530029,1017.258911,1773.529541,1129.336426,908.962524,602.794434,1149.040771,71.187462,321.294647,1146.929443,71.487633,434.563995,1062.220215,10.166640,455.993744,1149.112183,69.960861,1066.315674,1150.339233,69.500618,1176.356812,1045.623169,11.200959,1726.968384,1141.354858,72.675583,1808.520386,1143.934814,66.965523,1923.742554
12029,0,,,,,,,,,,1485.283569,646.434998,1225.146606,1490.109863,654.976868,1656.191528,1442.198364,674.896667,1694.073730,1184.890381,145.199203,1654.735474,1141.526611,172.141235,1690.064087,1137.131958,171.117645,1009.203186,1186.182251,149.735336,1190.988403,1113.547363,1017.356750,1773.596069,1129.301147,908.974182,602.822998,1149.005981,71.117859,321.292236,1146.953003,71.475662,434.418915,1062.177002,10.175947,455.929840,1149.045288,69.973686,1066.320557,1150.309082,69.496254,1176.369873,1045.558228,11.196182,1726.943848,1141.362549,72.750809,1808.564209,1144.241333,66.876091,1923.874146
12030,0,,,,,,,,,,1483.292969,647.597900,1225.148560,1488.210571,656.214294,1656.230957,1440.133667,675.874084,1694.081177,1184.688965,145.311234,1654.766602,1140.876953,172.178101,1690.217773,1136.681274,171.093369,1009.243958,1185.949097,149.915939,1191.007202,1113.537476,1017.269165,1773.513306,1129.340332,908.973877,602.838379,1148.937622,71.251175,321.194550,1147.005005,71.467873,434.509796,1062.213745,10.076167,456.029114,1149.113525,70.090233,1066.243408,1150.350708,69.493073,1176.353271,1045.597656,11.287091,1726.971436,1141.453125,72.799919,1808.540283,1144.180420,67.078720,1923.946777
12031,0,,,,,,,,,,1481.295532,648.688171,1225.158081,1486.287109,657.289490,1656.314453,1438.356445,676.473083,1694.162720,1184.468384,145.406036,1654.814697,1140.492920,171.895920,1690.081543,1138.975342,169.828735,1008.273621,1185.681763,150.018890,1191.025757,1113.536255,1017.350342,1773.568970,1129.332520,908.990417,602.804871,1149.012085,71.360657,321.468536,1146.937744,71.484138,434.518799,1062.194214,10.190125,456.040070,1149.084961,70.149002,1066.238647,1150.327881,69.486015,1176.416382,1045.549072,11.227849,1726.997803,1140.634155,72.805466,1809.025879,1144.192017,67.131729,1923.799194
12032,0,,,,,,,,,,1479.404175,649.783875,1225.132202,1484.210205,658.391968,1656.253784,1436.159546,677.681213,1694.070557,1184.202515,145.522064,1654.807861,1139.930664,171.880554,1690.083740,1136.067139,170.995804,1009.171814,1185.399780,150.152603,1191.026489,1113.486938,1017.276428,1773.541016,1129.328247,908.982422,602.839966,1149.150024,71.286621,321.584900,1146.884033,71.542839,434.424316,1062.176636,10.145122,456.022278,1148.989746,70.036667,1066.317505,1150.290771,69.531738,1176.391602,1045.526855,11.211710,1726.982666,,,,1144.216309,67.041840,1923.933960
12033,0,,,,,,,,,,1477.479980,650.883301,1225.176270,1482.389526,659.575928,1656.242065,1434.123657,678.643799,1694.084229,1183.962280,145.681213,1654.786499,1139.184326,171.585052,1690.027710,1135.571777,170.990479,1009.300232,1185.153687,150.244232,1191.035400,1113.516724,1017.263672,1773.535645,1129.336792,908.988647,602.805420,1149.036865,71.197166,321.318573,1147.329590,71.455704,435.056152,1062.187500,10.182567,455.990479,1148.909180,70.007233,1066.324585,1150.288086,69.524834,1176.378296,1045.464722,11.196465,1726.955688,1140.590698,72.891647,1809.063721,1143.991333,67.109245,1923.927246
12034,0,,,,,,,,,,1475.535034,651.945251,1225.175659,1480.120728,660.605225,1656.247681,1432.079590,679.591187,1694.125244,1183.677734,145.747864,1654.799438,1138.453125,171.866547,1689.844604,1135.122559,170.987442,1009.176392,1184.823242,150.343292,1191.010864,1113.500000,1017.258667,1773.544678,1129.333374,909.005615,602.849243,1149.486206,70.833427,322.045624,1146.766235,71.520493,434.451202,1062.165771,10.227246,455.970520,1148.878052,69.988525,1066.367920,1150.305908,69.465866,1176.384888,1045.417969,11.120970,1726.962280,1141.787720,72.823021,1808.225464,1144.113037,67.046364,1923.974243
12035,0,,,,,,,,,,1473.787354,652.980591,1225.245605,1478.270020,661.767944,1656.282104,1430.017944,680.569214,1694.150269,1183.420410,145.854645,1654.727783,1139.368286,171.558914,1689.768799,1137.067383,169.927002,1008.384949,1184.589600,150.438156,1190.971680,1115.908813,1013.941284,1772.700317,1129.337891,909.017334,602.816589,1149.437500,70.806999,321.781891,1147.489990,71.532196,435.132660,1062.166626,10.327643,455.875183,1148.853516,70.089386,1066.236328,1150.264893,69.547935,1176.313599,1045.348389,11.167201,1726.929688,,,,1144.279297,67.103752,1923.819702
12036,0,,,,,,,,,,1471.590088,654.114868,1225.170898,1476.248169,662.818726,1656.294312,1427.948364,681.445435,1694.140259,1183.112915,145.896561,1654.744141,1138.925049,171.632935,1689.515991,1136.721313,169.894089,1008.339417,1184.331787,150.533997,1190.971436,1113.637451,1017.164124,1773.429077,1129.329102,908.997742,602.810303,1149.441528,70.753853,321.809326,1146.968872,71.548340,434.468719,1062.133301,10.193045,455.935028,1148.777588,70.175980,1066.176392,1150.248169,69.422211,1176.335205,1045.340454,11.026387,1726.885254,1141.774414,72.935829,1808.353760,1144.201660,67.067993,1923.808105
12037,0,,,,,,,,,,1469.626709,655.175293,1225.170166,1474.265869,663.891113,1656.250854,1425.833374,682.409607,1694.118286,1182.841431,145.989868,1654.709229,1138.739014,171.664337,1689.529419,1136.377441,169.829254,1008.351685,1184.086304,150.613129,1190.986084,1113.577637,1017.245789,1773.537231,1129.332520,909.002930,602.832764,1149.452148,70.781792,321.780762,1146.964966,71.523735,434.431030,1062.153442,10.173179,455.911865,1148.757690,70.044922,1066.270874,1150.165283,69.548637,1176.276123,1045.282471,11.127015,1726.912720,1141.246948,72.813744,1808.227051,1144.349976,66.934807,1923.741333
12038,0,,,,,,,,,,1467.917358,656.200439,1225.314453,1472.251953,665.045532,1656.312988,1423.706665,683.365723,1694.145630,1182.538330,146.144745,1654.729004,1138.212158,171.866226,1689.725464,1136.036621,169.699661,1008.367188,1183.789673,150.766357,1190.970337,1113.594604,1017.174133,1773.522583,1129.343262,909.029785,602.813843,1149.382812,70.843910,321.757446,1146.862671,71.530853,434.448792,1062.148804,10.248626,455.939545,1148.758057,70.181862,1066.186890,1150.218506,69.447685,1176.343872,1045.230103,11.174549,1726.954224,1141.861572,73.611626,1807.829956,1144.302856,66.983955,1923.807373
12039,0,,,,,,,,,,1465.648926,657.338318,1225.215332,1470.263428,666.020203,1656.433838,1421.647217,684.285217,1694.108765,1182.307983,146.179306,1654.768677,1137.882446,171.707626,1689.646362,1135.668701,169.632614,1008.312134,1183.539795,150.828964,1191.010132,1113.532959,1017.249573,1773.540771,1129.328125,908.996460,602.849060,1149.386108,70.783379,321.831390,1146.798828,71.573631,434.384033,1062.118652,10.284134,455.889221,1148.682129,70.145767,1066.198853,1150.134644,69.536636,1176.322144,1045.257812,11.146770,1726.909180,1141.125488,72.847450,1808.347900,1144.192505,66.996162,1923.833496
12040,0,,,,,,,,,,1463.704590,658.396240,1225.188232,1468.430298,667.179626,1656.461304,1419.531738,685.206055,1694.180664,1182.084229,146.341980,1654.793335,1137.457886,171.773438,1689.659546,1135.377563,169.558563,1008.339172,1183.320435,150.970016,1191.033691,1113.574829,1017.222412,1773.559082,1129.329834,909.000732,602.815186,1149.377319,70.819504,321.800415,1146.919556,71.487923,434.416412,1062.157471,10.137315,455.981018,1148.681519,70.223442,1066.161011,1150.183594,69.517311,1176.338623,1045.200562,11.111631,1726.937866,1141.155518,72.895317,1808.342163,1144.022461,67.081223,1923.809814
12041,0,,,,,,,,,,1461.815552,659.405762,1225.265015,1466.573364,668.140259,1656.465210,1417.423584,686.103027,1694.118652,1181.817749,146.378937,1654.874146,1136.834106,171.526672,1689.442993,1135.058472,169.451828,1008.266113,1183.089478,151.119278,1191.119629,1113.564941,1017.283813,1773.612915,1129.326050,909.002380,602.843933,1149.440552,70.738953,321.853668,1146.390259,71.729927,434.005157,1062.066895,10.292672,455.911743,1148.693604,70.176094,1066.243774,1150.140381,69.505379,1176.410522,1045.170776,11.153109,1726.959229,1140.039795,72.959534,1809.064697,1144.071167,66.971718,1923.964966
12042,0,,,,,,,,,,1460.012817,660.382446,1225.304565,1464.507080,669.188110,1656.463989,1415.316772,687.032227,1694.107666,1181.590454,146.502808,1654.858032,1136.123169,171.393845,1689.667603,1134.723022,169.431183,1008.302673,1182.881348,151.233170,1191.112305,1113.543091,1017.218567,1773.526001,1129.342285,909.031555,602.845398,1149.467529,70.725449,321.875336,1146.490112,71.855545,434.033081,1062.144531,10.226217,455.994324,1148.694458,70.231201,1066.170654,1150.198242,69.486351,1176.373291,1045.142944,11.123106,1726.953003,1141.100098,72.951645,1808.456543,1144.194702,67.200134,1923.904419
12043,0,,,,,,,,,,1458.224731,661.426453,1225.383423,1463.072510,670.088867,1656.609375,1413.210205,687.939270,1694.055908,1181.312256,146.636292,1654.838989,1136.146240,171.166550,1689.773438,1134.451782,169.400299,1008.322449,1182.531250,151.304413,1190.984863,1113.492920,1017.286560,1773.565430,1129.324707,908.995544,602.804077,1149.454102,70.707199,321.841766,1146.593994,71.720543,434.059387,1062.137085,10.280716,455.942535,1148.671997,70.079689,1066.257568,1150.192383,69.450844,1176.363281,1045.154297,11.186448,1726.924561,1140.914185,72.939445,1808.479614,1144.365479,67.147583,1923.944946
12044,0,,,,,,,,,,1455.883545,662.543335,1225.311768,1460.835571,671.135193,1656.635132,1411.071655,688.843994,1694.092529,1181.072632,146.781601,1654.820312,1135.655029,171.384048,1689.525635,1134.136597,169.367142,1008.272766,1182.129028,151.452026,1190.988281,1113.503784,1017.238159,1773.546265,1129.319092,909.022522,602.860901,1149.413940,70.783676,321.819824,1146.474121,71.786278,434.007507,1062.112793,10.247720,455.954285,1148.677734,70.131424,1066.255005,1150.169678,69.469513,1176.330444,1045.156860,11.166418,1726.900757,1140.918579,72.938560,1808.420654,1143.908203,67.095169,1923.828613
12045,0,,,,,,,,,,1454.256836,663.496399,1225.354736,1458.786621,672.295898,1656.563965,1408.944824,689.823364,1694.081299,1180.874878,146.908081,1654.783813,1135.113403,171.437027,1689.884033,1133.803589,169.285095,1008.303650,1181.867920,151.614075,1190.957031,1113.544434,1017.249817,1773.587524,1129.333618,909.024353,602.832092,1149.439087,70.692482,321.813263,1146.542847,71.772118,434.037384,1062.133057,10.272774,455.919189,1148.618774,70.118874,1066.266235,1150.113403,69.505829,1176.294189,1045.138672,11.162484,1726.876587,1140.825806,72.957321,1808.474121,1144.158325,67.165001,1923.939697
12046,0,,,,,,,,,,1451.992432,664.710144,1225.350586,1456.760986,673.341125,1656.597778,1406.902954,690.576355,1694.115479,1180.058228,147.245117,1654.785645,1135.245972,171.168304,1689.680542,1133.406250,169.177948,1008.276489,1181.688110,151.675613,1191.000977,1113.551514,1017.228943,1773.561523,1129.324951,909.020691,602.850586,1149.316040,70.793480,321.694672,1146.454590,71.803841,433.990936,1062.093018,10.257133,455.869659,1148.523926,70.073128,1066.222778,1150.124512,69.453850,1176.286743,1045.088867,11.142147,1726.889526,1140.809692,72.956985,1808.525635,1144.230469,66.983627,1923.925415
12047,0,,,,,,,,,,1450.354614,665.570312,1225.375854,1454.692017,674.364807,1656.558105,1404.810181,691.431274,1694.130249,1179.831299,147.361954,1654.760254,1135.007935,171.205872,1689.677979,1133.061401,169.031067,1008.268127,1181.373901,151.856293,1190.965210,1113.488403,1017.266846,1773.594116,1129.340820,909.015076,602.853333,1148.979980,71.138039,321.332916,1146.349976,71.831970,433.889404,1062.166504,10.244550,455.870178,1148.607666,70.193695,1066.254883,1150.177856,69.458656,1176.264771,1045.166626,11.191661,1726.894409,1140.880737,72.882927,1808.360229,1144.016968,67.052269,1923.835205
12048,0,,,,,,,,,,1448.375977,666.586487,1225.441772,1452.605469,675.399536,1656.663330,1402.669312,692.332336,1694.063354,1179.496216,147.532654,1654.786255,1134.707275,171.216568,1689.602295,1132.785645,168.965317,1008.258911,1181.054565,151.983932,1191.044800,1113.447510,1017.283569,1773.587524,1129.333008,908.990723,602.835938,1149.126465,70.992607,321.524017,1146.814819,71.518326,434.509216,1062.066895,10.225077,455.964386,1148.381470,70.237007,1066.267578,1150.142822,69.458908,1176.336792,1045.144653,11.214123,1726.927246,1140.897583,72.892479,1808.363403,1144.172363,67.105644,1923.826416
12049,0,,,,,,,,,,1446.268311,667.614197,1225.385376,1450.468628,676.460938,1656.646118,1400.533081,693.240540,1694.064331,1179.200684,147.693497,1654.815674,1134.435791,171.268311,1689.647461,1132.413574,168.979065,1008.265747,1180.366211,152.287460,1190.882446,1113.553345,1017.256470,1773.615723,1129.333130,909.022217,602.866882,1149.265381,70.846375,321.686493,1146.818970,71.524963,434.457733,1062.096558,10.234600,455.983063,1148.780396,70.159409,1066.261475,1150.173462,69.485077,1176.367676,1045.053101,11.127446,1726.954956,1140.957520,72.907356,1808.387207,1143.801392,67.017166,1923.876465
12050,0,,,,,,,,,,1444.276001,668.595642,1225.416016,1448.396729,677.502502,1656.580933,1398.463745,694.101746,1694.103516,1178.943237,147.788544,1654.770020,1133.584106,171.292114,1689.391846,1132.027100,168.821854,1008.295776,1180.007446,152.448318,1190.859741,1113.523926,1017.258301,1773.580200,1129.326416,908.989441,602.815247,1149.435181,70.790352,321.811554,1146.708252,71.526512,434.339233,1062.119629,10.250516,456.001129,1148.794556,70.003029,1066.459351,1150.166748,69.466232,1176.382202,1045.054932,11.178537,1726.961182,1140.932861,72.816559,1808.255615,1144.083130,67.193413,1923.932251
12051,0,,,,,,,,,,1442.245361,669.591919,1225.416382,1446.264404,678.416199,1656.663452,1396.365967,694.866455,1694.138306,1178.743408,147.857986,1654.835815,1133.284668,171.253571,1689.361450,1131.801025,168.765640,1008.226624,1179.898926,152.411118,1191.057495,1113.476807,1017.174988,1773.490967,1129.322632,909.009033,602.847046,1149.422974,70.804794,321.802856,1146.744141,71.522636,434.402008,1062.118042,10.266222,456.010590,1148.689087,70.035698,1066.382812,1150.146484,69.481407,1176.406982,1044.966553,11.143272,1726.955322,1141.015015,72.845917,1808.348389,1144.232666,67.207115,1923.809326
12052,0,,,,,,,,,,1440.205444,670.597107,1225.437988,1444.192139,679.478394,1656.635986,1394.289551,695.689453,1694.136841,1178.410400,147.974869,1654.794678,1132.682129,171.389099,1689.531250,1129.225830,169.979980,1009.224182,1180.015991,152.314209,1191.123047,1113.438232,1017.273071,1773.602417,1129.341431,909.036194,602.834656,1149.402222,70.775711,321.826324,1146.967041,71.529549,434.519287,1062.121338,10.252679,456.006073,1148.823608,70.234108,1066.538452,1150.040527,69.570923,1176.360596,1044.992188,11.212121,1726.975342,1141.071777,72.852684,1808.281250,1144.019897,66.971947,1923.922607
12053,0,,,,,,,,,,1438.080933,671.503906,1225.404785,1442.072998,680.470154,1656.638916,1392.185181,696.517395,1694.122559,1178.114136,148.015778,1654.798218,1132.687256,170.865051,1689.497925,1130.994629,168.783554,1008.273010,1179.662354,152.355972,1191.082764,1113.480713,1017.355347,1773.541626,1129.343140,909.022644,602.838562,1149.403809,70.862930,321.953827,1146.724731,71.502197,434.458496,1062.057495,10.288887,455.886719,1148.813354,70.053337,1066.367676,1150.038574,69.486359,1176.339600,1044.881470,11.123277,1726.906128,1141.090820,72.772369,1808.170654,1144.122070,67.163017,1923.665649
12054,0,,,,,,,,,,1436.081055,672.474792,1225.441895,1439.892334,681.457275,1656.587280,1389.998657,697.339172,1694.076782,1178.213989,147.930771,1654.839966,1132.485718,170.724747,1689.603149,1130.686035,168.734039,1008.305054,1179.382446,152.454819,1191.079956,1113.495972,1017.238525,1773.523926,1129.335327,908.992737,602.841980,1149.385254,70.931015,321.892303,1146.993408,71.473129,434.534515,1062.082031,10.167738,455.917053,1148.698608,70.054527,1066.249268,1150.004150,69.509605,1176.280151,1044.923584,11.133028,1726.880981,1141.229736,73.246346,1807.987305,1144.001831,67.200806,1923.657959
12055,0,,,,,,,,,,1433.964478,673.416687,1225.373169,1437.848145,682.433228,1656.603027,1387.921509,698.127136,1694.112061,1177.894287,148.044052,1654.838623,1131.751221,170.775024,1689.386719,1130.344116,168.703140,1008.297424,1179.111084,152.529556,1191.087524,1113.461304,1017.348145,1773.583740,1129.333740,909.027710,602.822998,1149.448486,70.808205,321.945465,1146.802002,71.468750,434.564941,1062.058228,10.255073,455.906708,1148.600708,69.901627,1066.331665,1150.021973,69.480812,1176.316040,1044.858643,11.185102,1726.852783,1141.244263,73.211586,1807.946045,1143.959839,67.169037,1923.721313
12056,0,,,,,,,,,,1431.868408,674.395569,1225.386230,1435.637451,683.375244,1656.583984,1385.792114,698.990662,1694.105103,1177.442505,148.177750,1654.761719,1131.900757,170.941956,1689.415527,1130.054443,168.670609,1008.280762,1178.839844,152.645782,1191.081543,1113.481567,1017.271057,1773.563110,1129.337769,909.027344,602.867798,1149.359253,70.702354,321.747833,1146.738892,71.530785,434.396423,1062.054932,10.236506,455.860199,1148.647461,70.050751,1066.229736,1149.999878,69.495888,1176.276611,1044.847900,11.151203,1726.813354,1141.491089,73.180504,1807.693115,1144.220459,67.059372,1923.621094
12057,0,,,,,,,,,,1429.819580,675.291016,1225.360962,1433.592651,684.399353,1656.611938,1383.769409,699.676758,1694.125000,1176.930298,148.415817,1654.774902,1131.268311,170.934479,1689.773071,1129.736328,168.540558,1008.328796,1178.593384,152.774704,1191.115967,1113.454834,1017.297363,1773.584839,1129.349854,909.036194,602.822388,1149.361206,70.757744,321.737305,1146.958618,71.460449,434.512390,1062.065674,10.216353,455.905304,1148.684326,70.134926,1066.222168,1150.038208,69.478523,1176.361572,1044.871826,11.088075,1726.878296,1141.051758,73.176064,1808.041992,1143.971069,67.161057,1923.682129
12058,0,,,,,,,,,,1427.779663,676.265991,1225.381592,1431.475830,685.378540,1656.598267,1381.623047,700.488525,1694.114258,1176.643555,148.567169,1654.758789,1130.628174,170.871246,1689.711060,1129.388672,168.473099,1008.295654,1178.290161,152.911728,1191.116943,1113.444092,1017.375488,1773.580566,1129.351562,909.036011,602.858948,1149.331665,70.717384,321.814453,1146.943237,71.443604,434.520111,1062.040161,10.131229,455.936127,1148.599243,69.994621,1066.333618,1150.013306,69.506546,1176.355713,1044.857056,11.210451,1726.901733,1141.188354,73.217072,1807.865845,1144.013306,67.137558,1923.681030
12059,0,,,,,,,,,,1425.700073,677.221924,1225.365234,1429.364624,686.356812,1656.587158,1379.535400,701.240112,1694.109253,1176.377319,148.734299,1654.757080,1130.578857,170.833557,1689.713379,1129.061401,168.306732,1008.243347,1178.046631,153.038757,1191.139648,1113.446045,1017.345642,1773.535645,1129.330933,909.022888,602.844177,1149.419922,70.744225,321.841583,1146.821777,71.454208,434.523895,1062.080444,10.210905,455.992371,1148.693726,70.091461,1066.336792,1150.025146,69.495331,1176.404175,1044.840210,11.245468,1726.878662,1141.217407,73.231590,1807.892212,1144.082153,67.140297,1923.679199
12060,0,,,,,,,,,,1423.661621,678.125427,1225.386230,1427.344971,687.272400,1656.591309,1377.427124,702.124634,1694.061890,1176.056519,148.836426,1654.774902,1130.694458,170.486603,1689.790039,1128.794922,168.232315,1008.273621,1177.746338,153.146851,1191.161499,1113.440796,1017.368103,1773.611816,1129.345703,909.048096,602.850342,1149.361694,70.732956,321.843506,1146.701416,71.499596,434.421387,1062.005859,10.281640,455.965271,1148.631348,70.108727,1066.311157,1149.987793,69.499504,1176.406128,1044.756226,11.155451,1726.893677,1141.129639,73.264755,1807.960938,1143.899780,67.213654,1923.628052
12061,0,,,,,,,,,,1421.660278,679.008606,1225.399170,1425.182617,688.121643,1656.636230,1375.430786,702.744873,1694.129883,1175.815552,148.960037,1654.738281,1130.781982,169.965332,1689.798706,1128.462524,168.218246,1008.268372,1177.512085,153.269547,1191.146484,1113.484253,1017.324829,1773.573608,1129.327393,909.031372,602.890015,1149.379028,70.846794,321.752136,1146.811035,71.505768,434.448242,1062.018311,10.276175,455.943420,1148.665283,70.088890,1066.349487,1149.993042,69.522179,1176.392090,1044.728027,11.192669,1726.878418,1141.198364,73.303268,1807.973389,1144.147217,67.075752,1923.561401
12062,0,,,,,,,,,,1419.646606,679.866821,1225.359863,1423.304199,689.152100,1656.594482,1373.387939,703.474487,1694.126099,1175.536133,149.052536,1654.754517,1129.519287,170.521240,1689.609619,1128.128784,168.178314,1008.282410,1177.220581,153.383896,1191.115112,1113.509766,1017.335266,1773.550171,1129.325928,909.020691,602.836182,1149.447754,70.865051,321.953430,1146.802856,71.471291,434.448578,1062.050537,10.199401,455.961853,1148.643555,70.119064,1066.295288,1149.957520,69.487473,1176.377441,1044.728271,11.208738,1726.877930,1141.245117,73.359024,1808.021851,1143.855591,67.183586,1923.687744
12063,0,,,,,,,,,,1417.685059,680.771301,1225.348511,1421.154541,689.917969,1656.517944,1371.347046,704.182861,1694.126831,1175.226440,149.154587,1654.744141,1129.213135,170.467422,1689.509155,1127.895386,168.144928,1008.168823,1176.916260,153.453568,1191.080811,1113.469727,1017.335754,1773.567993,1129.335693,909.049194,602.860291,1149.374390,70.680779,321.785614,1146.987061,71.515038,434.739868,1061.993652,10.296104,455.834503,1148.520752,69.951843,1066.328003,1149.912598,69.510086,1176.316040,1044.786133,11.162560,1726.801514,1139.718018,73.352951,1808.551880,1143.837891,67.164520,1923.656982
12064,0,,,,,,,,,,1415.738525,681.557922,1225.310791,1419.243530,690.781616,1656.494873,1369.282715,704.929321,1694.100830,1175.034302,149.240891,1654.677856,1128.839478,170.404846,1689.567749,1127.654053,168.101944,1008.251099,1176.661499,153.572067,1191.070190,1113.539429,1017.295837,1773.596436,1129.344971,909.029175,602.840027,1149.336914,70.975037,321.846863,1146.795776,71.504349,434.440338,1062.051758,10.181213,455.876343,1148.604004,70.127991,1066.171997,1149.947754,69.513969,1176.276855,1044.704712,11.145600,1726.809204,1140.952759,73.370926,1808.028320,1143.818604,67.174446,1923.611450
12065,0,,,,,,,,,,1413.794434,682.428101,1225.354980,1417.249146,691.693481,1656.601562,1367.301880,705.597900,1694.099976,1174.773560,149.296158,1654.779907,1128.567871,170.373199,1689.610107,1127.379028,168.003220,1008.151428,1176.354492,153.674576,1191.096436,1113.486450,1017.298462,1773.570068,1129.316040,909.006104,602.823853,1149.328491,70.782570,321.734070,1146.949829,71.486473,434.550140,1061.989014,10.289341,455.864655,1148.555298,70.077774,1066.240234,1149.905518,69.503731,1176.332764,1044.676758,11.183443,1726.859009,1141.042480,73.420174,1807.943359,1143.800903,67.201904,1923.662842
12066,0,,,,,,,,,,1411.904419,683.263794,1225.346069,1415.290039,692.508972,1656.570435,1365.307129,706.279785,1694.107544,1174.549805,149.377609,1654.721191,1128.512695,169.835907,1689.801514,1127.012573,167.947586,1008.173462,1176.093872,153.786697,1191.091797,1113.455322,1017.299438,1773.557495,1129.328857,909.025330,602.860229,1149.280640,70.872932,321.652130,1146.922485,71.422737,434.573578,1062.037964,10.347272,455.826599,1148.678345,69.902008,1066.439697,1149.901123,69.505371,1176.318604,1044.642822,11.197038,1726.809326,1139.726562,73.501640,1808.459961,1144.024292,67.065193,1923.537720
